"subid","site","age","cond","order","q","answer","polite","q_kind"
"31IBVU","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"31QTRG","US","adult","cont","1","trial4_nice",1,"honest","niceness"
"31T4R4","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"323Q6S","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"326O15","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"33C7UA","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"33FOTY","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"34S9DK","US","adult","cont","1","trial4_nice",1,"honest","niceness"
"39K0FN","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3A1PQ4","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3AUQQE","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3B837J","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3DPNQG","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3DR23U","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3F0BG9","US","adult","cont","1","trial4_nice",1,"honest","niceness"
"3FE7TX","US","adult","cont","1","trial4_nice",1,"honest","niceness"
"3IKZ72","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3JW0YL","US","adult","cont","1","trial4_nice",1,"honest","niceness"
"3KAKFY","US","adult","cont","1","trial4_nice",1,"honest","niceness"
"3KYQYY","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3QIYRE","US","adult","cont","1","trial4_nice",1,"honest","niceness"
"3QUO65","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3R2UR8","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3R6BYF","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3R8YZB","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3RSDUR","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3RXPCZ","US","adult","expt","1","trial4_nice",1,"honest","niceness"
"3SB5N7","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3SB5N7","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3VNL7U","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"3X4JMA","US","adult","expt","1","trial4_nice",1,"honest","niceness"
"3Y4W8Q","US","adult","cont","1","trial4_nice",0,"honest","niceness"
"3YGXWB","US","adult","expt","1","trial4_nice",1,"honest","niceness"
"3ZQIG0","US","adult","expt","1","trial4_nice",0,"honest","niceness"
"30BXRY","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3300DT","India","adult","cont","1","trial1_mean",1,"honest","meanness"
"35L9RV","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"37TD41","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"39ASUF","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"3A0EX8","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3A9AA9","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3BEFOD","India","adult","cont","1","trial1_mean",1,"honest","meanness"
"3E13VN","India","adult","expt","1","trial1_mean",0,"honest","meanness"
"3EFVCA","India","adult","expt","1","trial1_mean",0,"honest","meanness"
"3EJJQN","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3FTF2T","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3FTYUG","India","adult","expt","1","trial1_mean",0,"honest","meanness"
"3GNA64","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3JAOYW","India","adult","cont","1","trial1_mean",1,"honest","meanness"
"3JC6VJ","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"3KJYX6","India","adult","expt","1","trial1_mean",0,"honest","meanness"
"3M0BCW","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"3MYYFC","India","adult","cont","1","trial1_mean",1,"honest","meanness"
"3N8OEV","India","adult","expt","1","trial1_mean",0,"honest","meanness"
"3PH3VY","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"3PW9OP","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3Q8GYX","India","adult","cont","1","trial1_mean",1,"honest","meanness"
"3QL2OF","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3R2PKQ","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"3RYC5T","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3SNVL3","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3TUI15","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"3U088Z","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3U5JL4","India","adult","cont","1","trial1_mean",1,"honest","meanness"
"3VJ40N","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"3VZLGY","India","adult","cont","1","trial1_mean",0,"honest","meanness"
"3WLEIW","India","adult","cont","1","trial1_mean",1,"honest","meanness"
"3Z4GS9","India","adult","expt","1","trial1_mean",0,"honest","meanness"
"3Z7VU4","India","adult","expt","1","trial1_mean",1,"honest","meanness"
"30X31N","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3180JW","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"31IBVU","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"31QTRG","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"31T4R4","US","adult","expt","1","trial1_mean",0,"honest","meanness"
"323Q6S","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"326O15","US","adult","cont","1","trial1_mean",1,"honest","meanness"
"33C7UA","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"33FOTY","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"34S9DK","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"39K0FN","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3A1PQ4","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3AUQQE","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"3B837J","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"3DPNQG","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"3DR23U","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"3F0BG9","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3FE7TX","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3IKZ72","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3JW0YL","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3KAKFY","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3KYQYY","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"3QIYRE","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3QUO65","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3R2UR8","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3R6BYF","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"3R8YZB","US","adult","expt","1","trial1_mean",0,"honest","meanness"
"3RSDUR","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3RXPCZ","US","adult","expt","1","trial1_mean",0,"honest","meanness"
"3SB5N7","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"3SB5N7","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3VNL7U","US","adult","expt","1","trial1_mean",0,"honest","meanness"
"3X4JMA","US","adult","expt","1","trial1_mean",0,"honest","meanness"
"3Y4W8Q","US","adult","cont","1","trial1_mean",0,"honest","meanness"
"3YGXWB","US","adult","expt","1","trial1_mean",0,"honest","meanness"
"3ZQIG0","US","adult","expt","1","trial1_mean",1,"honest","meanness"
"30BXRY","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"3300DT","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"35L9RV","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"37TD41","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"39ASUF","India","adult","expt","1","trial2_mean",1,"polite","meanness"
"3A0EX8","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3A9AA9","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3BEFOD","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3E13VN","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3EFVCA","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3EJJQN","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"3FTF2T","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"3FTYUG","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3GNA64","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3JAOYW","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3JC6VJ","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3KJYX6","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3M0BCW","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3MYYFC","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3N8OEV","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3PH3VY","India","adult","expt","1","trial2_mean",1,"polite","meanness"
"3PW9OP","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"3Q8GYX","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"3QL2OF","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"3R2PKQ","India","adult","expt","1","trial2_mean",1,"polite","meanness"
"3RYC5T","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3SNVL3","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3TUI15","India","adult","expt","1","trial2_mean",1,"polite","meanness"
"3U088Z","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3U5JL4","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3VJ40N","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3VZLGY","India","adult","cont","1","trial2_mean",0,"polite","meanness"
"3WLEIW","India","adult","cont","1","trial2_mean",1,"polite","meanness"
"3Z4GS9","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"3Z7VU4","India","adult","expt","1","trial2_mean",0,"polite","meanness"
"30X31N","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3180JW","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"31IBVU","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"31QTRG","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"31T4R4","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"323Q6S","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"326O15","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"33C7UA","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"33FOTY","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"34S9DK","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"39K0FN","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"3A1PQ4","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"3AUQQE","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3B837J","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3DPNQG","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3DR23U","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3F0BG9","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3FE7TX","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3IKZ72","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3JW0YL","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3KAKFY","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"3KYQYY","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3QIYRE","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"3QUO65","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3R2UR8","US","adult","cont","1","trial2_mean",0,"polite","meanness"
"3R6BYF","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3R8YZB","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3RSDUR","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3RXPCZ","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3SB5N7","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3SB5N7","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3VNL7U","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3X4JMA","US","adult","expt","1","trial2_mean",1,"polite","meanness"
"3Y4W8Q","US","adult","cont","1","trial2_mean",1,"polite","meanness"
"3YGXWB","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"3ZQIG0","US","adult","expt","1","trial2_mean",0,"polite","meanness"
"30BXRY","India","adult","cont","1","trial3_mean",1,"polite","meanness"
"3300DT","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"35L9RV","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"37TD41","India","adult","cont","1","trial3_mean",1,"polite","meanness"
"39ASUF","India","adult","expt","1","trial3_mean",1,"polite","meanness"
"3A0EX8","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3A9AA9","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3BEFOD","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3E13VN","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3EFVCA","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3EJJQN","India","adult","cont","1","trial3_mean",1,"polite","meanness"
"3FTF2T","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3FTYUG","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3GNA64","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3JAOYW","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3JC6VJ","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3KJYX6","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3M0BCW","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3MYYFC","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3N8OEV","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3PH3VY","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3PW9OP","India","adult","cont","1","trial3_mean",1,"polite","meanness"
"3Q8GYX","India","adult","cont","1","trial3_mean",1,"polite","meanness"
"3QL2OF","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3R2PKQ","India","adult","expt","1","trial3_mean",1,"polite","meanness"
"3RYC5T","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3SNVL3","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3TUI15","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3U088Z","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3U5JL4","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3VJ40N","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3VZLGY","India","adult","cont","1","trial3_mean",1,"polite","meanness"
"3WLEIW","India","adult","cont","1","trial3_mean",0,"polite","meanness"
"3Z4GS9","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"3Z7VU4","India","adult","expt","1","trial3_mean",0,"polite","meanness"
"30X31N","US","adult","cont","1","trial3_mean",1,"polite","meanness"
"3180JW","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"31IBVU","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"31QTRG","US","adult","cont","1","trial3_mean",1,"polite","meanness"
"31T4R4","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"323Q6S","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"326O15","US","adult","cont","1","trial3_mean",1,"polite","meanness"
"33C7UA","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"33FOTY","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"34S9DK","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"39K0FN","US","adult","cont","1","trial3_mean",1,"polite","meanness"
"3A1PQ4","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3AUQQE","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3B837J","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3DPNQG","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3DR23U","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3F0BG9","US","adult","cont","1","trial3_mean",1,"polite","meanness"
"3FE7TX","US","adult","cont","1","trial3_mean",1,"polite","meanness"
"3IKZ72","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3JW0YL","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3KAKFY","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3KYQYY","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3QIYRE","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3QUO65","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3R2UR8","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3R6BYF","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3R8YZB","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3RSDUR","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3RXPCZ","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3SB5N7","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3SB5N7","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3VNL7U","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3X4JMA","US","adult","expt","1","trial3_mean",1,"polite","meanness"
"3Y4W8Q","US","adult","cont","1","trial3_mean",0,"polite","meanness"
"3YGXWB","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"3ZQIG0","US","adult","expt","1","trial3_mean",0,"polite","meanness"
"30BXRY","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3300DT","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"35L9RV","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"37TD41","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"39ASUF","India","adult","expt","1","trial4_mean",1,"honest","meanness"
"3A0EX8","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3A9AA9","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3BEFOD","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3E13VN","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3EFVCA","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3EJJQN","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3FTF2T","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3FTYUG","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3GNA64","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3JAOYW","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3JC6VJ","India","adult","expt","1","trial4_mean",1,"honest","meanness"
"3KJYX6","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3M0BCW","India","adult","expt","1","trial4_mean",1,"honest","meanness"
"3MYYFC","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3N8OEV","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3PH3VY","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3PW9OP","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3Q8GYX","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3QL2OF","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3R2PKQ","India","adult","expt","1","trial4_mean",1,"honest","meanness"
"3RYC5T","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3SNVL3","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3TUI15","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3U088Z","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3U5JL4","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3VJ40N","India","adult","expt","1","trial4_mean",1,"honest","meanness"
"3VZLGY","India","adult","cont","1","trial4_mean",0,"honest","meanness"
"3WLEIW","India","adult","cont","1","trial4_mean",1,"honest","meanness"
"3Z4GS9","India","adult","expt","1","trial4_mean",0,"honest","meanness"
"3Z7VU4","India","adult","expt","1","trial4_mean",1,"honest","meanness"
"30X31N","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3180JW","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"31IBVU","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"31QTRG","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"31T4R4","US","adult","expt","1","trial4_mean",0,"honest","meanness"
"323Q6S","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"326O15","US","adult","cont","1","trial4_mean",1,"honest","meanness"
"33C7UA","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"33FOTY","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"34S9DK","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"39K0FN","US","adult","cont","1","trial4_mean",1,"honest","meanness"
"3A1PQ4","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3AUQQE","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3B837J","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3DPNQG","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3DR23U","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3F0BG9","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3FE7TX","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3IKZ72","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3JW0YL","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3KAKFY","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3KYQYY","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3QIYRE","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3QUO65","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3R2UR8","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3R6BYF","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3R8YZB","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3RSDUR","US","adult","cont","1","trial4_mean",1,"honest","meanness"
"3RXPCZ","US","adult","expt","1","trial4_mean",0,"honest","meanness"
"3SB5N7","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"3SB5N7","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3VNL7U","US","adult","expt","1","trial4_mean",0,"honest","meanness"
"3X4JMA","US","adult","expt","1","trial4_mean",0,"honest","meanness"
"3Y4W8Q","US","adult","cont","1","trial4_mean",0,"honest","meanness"
"3YGXWB","US","adult","expt","1","trial4_mean",0,"honest","meanness"
"3ZQIG0","US","adult","expt","1","trial4_mean",1,"honest","meanness"
"30BXRY","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3300DT","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"35L9RV","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"37TD41","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"39ASUF","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3A0EX8","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3A9AA9","India","adult","cont","1","trial1_truth",0,"honest","truth-telling"
"3BEFOD","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3E13VN","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3EFVCA","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3EJJQN","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3FTF2T","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3FTYUG","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3GNA64","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3JAOYW","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3JC6VJ","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3KJYX6","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3M0BCW","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3MYYFC","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3N8OEV","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3PH3VY","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3PW9OP","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3Q8GYX","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3QL2OF","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3R2PKQ","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3RYC5T","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3SNVL3","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3TUI15","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3U088Z","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3U5JL4","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3VJ40N","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3VZLGY","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3WLEIW","India","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3Z4GS9","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3Z7VU4","India","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"30X31N","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3180JW","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"31IBVU","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"31QTRG","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"31T4R4","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"323Q6S","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"326O15","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"33C7UA","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"33FOTY","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"34S9DK","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"39K0FN","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3A1PQ4","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3AUQQE","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3B837J","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3DPNQG","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3DR23U","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3F0BG9","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3FE7TX","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3IKZ72","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3JW0YL","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3KAKFY","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3KYQYY","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3QIYRE","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3QUO65","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3R2UR8","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3R6BYF","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3R8YZB","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3RSDUR","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3RXPCZ","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3SB5N7","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3SB5N7","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
"3VNL7U","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3X4JMA","US","adult","expt","1","trial1_truth",1,"honest","truth-telling"
"3Y4W8Q","US","adult","cont","1","trial1_truth",1,"honest","truth-telling"
